StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q75,GENDER,EDU,RACE,RACE_7_TEXT,AGE_CAT,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PARTY7,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,BEN_3_1,BEN_3_2,BEN_3_3,IMM_3_1,IMM_3_2,IMM_3_3,TRUMP_ECON_3_1,TRUMP_ECON_3_2,TRUMP_ECON_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,OPEN,AGE,RELIGION,RELIGION_11_TEXT,BORN_AGAIN,INCOME,condition,pro,pid,psid,screen,caps_person_mod,lc_moderator,caps_moderator,lc_trained,lc_person,lc_journo,lc_journo_verb,lc_person_pronoun,lc_no_artilce,lc_analysis,lc_person_pronoun_no_article,lc_write_gen,lc_write_gen_post,lc_this_person,lc_wrote_gen_post,lc_generating,lc_this_mod,party,own_imm_lib,own_ben_lib,own_trump_lib,imm_lib,ben_lib,trump_lib
11/27/2019 18:25,11/27/2019 18:35,0,69.235.80.125,100,594,1,11/27/2019 18:35,R_pbhNoslhdeT8QyB,,,,,33.84910583,-118.0397949,anonymous,EN,1,2,6,3,,6,1,1,1,2,5,2,11,21,3,1,7,7,7,7,2,,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,6,6,6,6,4,4,4,4,7,7,7,7,7,7,7,7,4,4,4,4,,75,1,,2,18,2,1,1505219119,KS_G9QDMwM1FYZFzBJASjA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,1,1,1
11/27/2019 18:30,11/27/2019 18:35,0,209.180.130.23,100,305,1,11/27/2019 18:35,R_3L6UNZb3NynArKt,,,,,33.33799744,-111.7434998,anonymous,EN,1,1,5,6,,5,2,3,2,3,4,3,"2,4",7,9,7,5,7,7,4,2,,7,7,7,7,7,7,12,12,12,4,4,5,5,4,4,5,4,4,4,3,5,4,5,3,5,6,6,5,5,5,4,4,3,6,6,5,5,,60,2,,2,22,2,1,1504451625,KS_G9QDMwM2GyP-Eb-zZaQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,7,7,12,0,0,0
11/27/2019 18:24,11/27/2019 18:35,0,73.162.32.178,100,673,1,11/27/2019 18:36,R_BPtGVs34zPwsavT,,,,,37.68730164,-121.8956985,anonymous,EN,1,2,6,6,,3,3,4,2,4,2,3,"3,6",20,7,2,6,6,4,5,2,,8,7,10,8,7,9,7,8,9,4,6,4,4,4,5,3,4,3,4,4,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,,38,12,,,25,2,0,1577028911,KS_G9QDMwM1VGpk3uhCmGw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,8,8.333333333,8,1,1,1
11/27/2019 18:35,11/27/2019 18:36,0,24.119.21.61,100,9,1,11/27/2019 18:36,R_1MTnqBPOWFgqemU,,,,,43.8125,-111.7854996,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1502422306,KS_G9QDMwM1DqRTK0lqPXA**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:30,11/27/2019 18:36,0,163.230.236.5,100,356,1,11/27/2019 18:36,R_3s1z2v0BDDN1x9x,,,,,36.79690552,-76.17970276,anonymous,EN,1,1,7,6,,6,3,4,2,4,5,1,"1,2,4,5,6,7,8,9,10",21,2,4,7,3,7,1,2,,3,2,2,1,3,1,8,1,9,3,4,4,6,5,5,5,6,4,5,6,5,5,5,6,6,1,1,4,7,1,2,2,2,4,4,5,4,,75,2,,2,25,1,0,1502478330,KS_G9QDMwM09XDHGhgToVQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,1.666666667,2.333333333,6,0,0,0
11/27/2019 18:30,11/27/2019 18:39,0,65.183.138.225,100,529,1,11/27/2019 18:39,R_3haKrVUCDFJxRpy,,,,,44.4828949,-73.22530365,anonymous,EN,1,1,4,6,,6,3,3,1,3,5,2,"1,2,3,4,6,7,8,9,10",21,5,4,7,1,7,4,2,,5,3,1,1,5,1,1,1,1,4,5,4,3,4,4,4,4,4,3,3,5,4,4,5,5,7,7,4,5,3,5,5,4,6,5,4,5,,72,1,,2,23,2,1,1502068173,KS_G9QDMwM2cZC7lVH-BXA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,2.333333333,3,1,1,1,1
11/27/2019 18:37,11/27/2019 18:39,0,173.89.210.119,100,165,1,11/27/2019 18:39,R_SDmUEmZhlmtW8SJ,,,,,39.95080566,-82.93289948,anonymous,EN,1,2,6,6,,2,3,4,2,3,1,2,11,1,2,4,6,7,7,6,2,,4,1,4,5,6,4,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,5,4,4,5,5,6,2,3,,34,1,,1,11,3,1,1502305574,KS_G9QDMwM1rmHziuwmjig**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,5,3,4,1,1,1
11/27/2019 18:40,11/27/2019 18:40,0,100.35.89.84,100,7,1,11/27/2019 18:40,R_22DE2opeMOzvriV,,,,,40.65109253,-74.26000214,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1504856896,KS_G9QDMwM0SbWqe5x3nQA**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:20,11/27/2019 18:41,0,104.231.96.109,100,1277,1,11/27/2019 18:41,R_3oEXBrBoxMDR0eO,,,,,41.6867981,-81.33989716,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1667402138,KS_G9QDMwM361h-J3Zucsg**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:41,11/27/2019 18:41,0,47.148.52.201,100,23,1,11/27/2019 18:41,R_2yl2LZ0VLftJtGl,,,,,34.17599487,-118.9315948,anonymous,EN,1,1,5,6,,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1504417009,KS_G9QDMwM0scxQffYHoew**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:43,11/27/2019 18:43,0,47.224.41.5,100,9,1,11/27/2019 18:43,R_rdOECuf1A0LEYhz,,,,,42.96980286,-85.92120361,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1505096469,KS_G9QDMwM2Uj4A8eI7_QA**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:43,11/27/2019 18:43,0,32.210.208.209,100,4,1,11/27/2019 18:43,R_cObHVzzTm1S2qw9,,,,,41.77600098,-72.52829742,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1505219192,KS_G9QDMwM2kq52wKpwIfw**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:39,11/27/2019 18:44,0,148.74.195.20,100,306,1,11/27/2019 18:44,R_23vIELNMUrDlHX3,,,,,40.91859436,-73.86190033,anonymous,EN,1,2,3,4,,2,1,5,2,5,1,1,6,21,8,1,1,5,5,6,1,,6,13,12,5,13,5,13,12,7,1,7,4,3,4,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,34,9,,,1,1,1,1605391726,KS_G9QDMwM01lxn6Jme1sw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,7.666666667,10.33333333,10.66666667,0,0,0
11/27/2019 18:41,11/27/2019 18:44,0,67.241.89.34,100,223,1,11/27/2019 18:44,R_yNNcAdReeMRY7q9,,,,,44.66110229,-74.97080231,anonymous,EN,1,1,5,6,,2,3,3,4,4,3,3,4,7,5,4,5,5,6,6,4,,9,12,11,8,10,7,5,8,7,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,,31,10,,,7,2,0,1502769810,KS_G9QDMwM2n-QDjTrTtuA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,8.333333333,10.66666667,6.666666667,1,1,0
11/27/2019 18:39,11/27/2019 18:45,0,208.79.162.109,100,346,1,11/27/2019 18:45,R_viAZVY1uFrQqOpX,,,,,33.33639526,-80.18589783,anonymous,EN,1,2,6,4,,3,5,5,1,1,5,2,"4,5",7,0,1,7,7,7,7,2,,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,6,4,4,4,6,6,6,4,7,7,7,7,,39,1,,1,1,3,1,1599906875,KS_G9QDMwM1qZGnq0Ngcqg**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,1,1,1,1,1,1
11/27/2019 18:46,11/27/2019 18:46,0,47.148.180.45,100,6,1,11/27/2019 18:46,R_10w70qWD2yNUCE4,,,,,34.03489685,-117.6184998,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1501107432,KS_G9QDMwM3-3W3BI3HYDw**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:30,11/27/2019 18:46,0,173.184.34.234,100,963,1,11/27/2019 18:46,R_yCHvClXzprjiCs1,,,,,34.08659363,-83.78029633,anonymous,EN,1,2,5,6,,6,2,3,1,4,5,3,"8,10",7,5,5,5,4,5,1,2,,10,4,1,11,11,11,7,9,13,4,5,4,5,7,5,7,7,7,5,4,7,1,1,1,1,5,5,5,2,3,4,4,4,1,1,1,1,,71,11,spiritual person,,9,1,0,1132218207,KS_G9QDMwM2CIlTa92tyWw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,11,5,9.666666667,1,0,1
11/27/2019 18:48,11/27/2019 18:48,0,74.72.34.200,100,5,1,11/27/2019 18:48,R_8cx38mVi6A6qbaV,,,,,40.76519775,-73.95880127,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1317874449,KS_G9QDMwM1laywMAxYhWA**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:48,11/27/2019 18:49,0,204.62.107.106,100,28,1,11/27/2019 18:49,R_11ZPATS4K9FkBQh,,,,,36.11500549,-115.2164993,anonymous,EN,1,2,6,4,,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1505102317,KS_G9QDMwM2P8InSFj3_mQ**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:49,11/27/2019 18:50,0,99.182.39.204,100,29,1,11/27/2019 18:50,R_DtRTWa1vyIZktdn,,,,,29.67500305,-95.48600006,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1502463699,KS_G9QDMwM066YHNJ9bHmQ**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:46,11/27/2019 18:50,0,68.104.77.167,100,243,1,11/27/2019 18:50,R_WqZlp3G5GVbejF7,,,,,36.24729919,-115.2820969,anonymous,EN,1,1,3,6,,4,4,4,3,3,5,2,"1,2,3,4,5,6,7,8,9,10",7,2,4,7,7,7,1,2,,1,1,1,1,5,1,1,1,1,4,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,7,4,1,1,7,7,7,7,7,7,7,7,,45,9,,,15,1,1,1501116433,KS_G9QDMwM2YNluaeN1FdQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,2.333333333,1,1,1,1,1
11/27/2019 18:40,11/27/2019 18:52,0,50.39.165.209,100,737,1,11/27/2019 18:52,R_12a6jY8w57wJESY,,,,,45.53970337,-122.9637985,anonymous,EN,1,2,5,6,,4,1,1,1,2,5,2,"1,10",7,4,3,3,3,2,3,2,,7,6,5,7,10,7,1,1,1,3,4,2,3,3,3,1,3,2,2,3,2,4,6,5,6,4,3,3,3,3,4,3,3,2,3,3,5,,54,12,,,16,1,0,1507956355,KS_G9QDMwM1WJ6u9PZjQSw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,8,6,1,1,0,0
11/27/2019 18:53,11/27/2019 18:53,0,96.231.57.222,100,5,1,11/27/2019 18:53,R_2AZtFgUfmd9ylcv,,,,,38.84519958,-77.46510315,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1504473603,KS_G9QDMwM3fmkKM-pqbwg**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:52,11/27/2019 18:53,0,100.36.248.78,100,58,1,11/27/2019 18:53,R_1DZtXMYjuKo7wts,,,,,38.99940491,-77.03359985,anonymous,EN,1,2,5,4,,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1501767160,KS_G9QDMwM1JMVYswQbJZg**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:30,11/27/2019 18:54,0,68.7.145.21,100,1402,1,11/27/2019 18:54,R_xhIkFLRRaox3ctP,,,,,32.71040344,-117.0527954,anonymous,EN,1,1,7,6,,6,3,4,3,4,5,2,"1,2,3,4,5,6,7,8,9,10",20,8,5,3,2,2,4,2,,13,13,7,13,10,11,13,13,13,2,6,2,2,3,2,2,4,2,2,1,6,2,2,1,6,6,2,2,2,2,1,2,2,1,1,1,1,,74,1,,2,22,1,0,1640930225,KS_G9QDMwM1KU_pQqI1NvA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,11.33333333,11,13,1,1,1
11/27/2019 18:53,11/27/2019 18:55,0,97.125.226.217,100,86,1,11/27/2019 18:55,R_1cZJQmxUraLfJMo,,,,,41.5769043,-93.80210114,anonymous,EN,1,1,7,6,,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1504501986,KS_G9QDMwM18YfKhxgO2Ug**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:54,11/27/2019 18:55,0,173.248.223.135,100,110,1,11/27/2019 18:55,R_4GCFwnFxIZlTvqx,,,,,34.6822052,-80.9890976,anonymous,EN,1,2,3,4,,5,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1466263003,KS_G9QDMwM14lyxt4HmXRQ**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:45,11/27/2019 18:56,0,107.5.191.29,100,662,1,11/27/2019 18:56,R_1FevfeuiTamQhs8,,,,,42.46809387,-83.1882019,anonymous,EN,1,2,5,6,,4,4,2,4,4,4,1,3,7,9,4,4,1,3,5,4,,11,10,6,4,10,10,12,3,7,3,5,1,6,3,4,1,6,3,7,3,1,2,4,3,6,5,1,6,5,1,4,7,2,3,2,4,3,,45,1,,1,25,2,1,1666557468,KS_G9QDMwM3UWOaBgYcV9w**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,8,9,7.333333333,0,0,0
11/27/2019 18:02,11/27/2019 18:56,0,96.10.122.246,100,3227,1,11/27/2019 18:56,R_1ptEEVBV7NHNtqi,,,,,33.75869751,-78.80439758,anonymous,EN,1,2,7,6,,6,2,2,1,1,"1,2,3",4,"1,2,4,5,6,7,8,9,10",4,1,1,7,6,7,6,2,,3,3,1,3,4,3,1,1,1,5,5,6,5,5,5,5,3,5,5,3,3,3,2,3,3,3,4,3,3,3,4,3,2,7,4,3,2,,65,1,,2,8,1,1,1505216808,KS_G9QDMwM3tnpNziT11nA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,3.333333333,2.333333333,1,1,1,1
11/27/2019 18:48,11/27/2019 18:57,0,24.176.120.225,100,556,1,11/27/2019 18:57,R_2ZOHHKU8gqymphC,,,,,36.33399963,-82.34390259,anonymous,EN,1,2,4,6,,5,4,5,3,4,5,3,"1,2,4,6,7,8,9,10",20,9,4,4,4,4,4,2,,4,3,1,2,1,4,7,7,7,4,4,1,3,2,5,3,3,3,2,1,2,2,3,3,3,6,5,4,3,6,4,4,3,4,4,5,3,,64,11,Christian ,,11,1,1,1503162403,KS_G9QDMwM1-AQv2ceXQxg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,2.333333333,2.666666667,7,1,1,0
11/27/2019 18:47,11/27/2019 18:59,0,72.131.7.75,100,688,1,11/27/2019 18:59,R_2ylNqI5AKb5VYBN,,,,,43.23800659,-87.98940277,anonymous,EN,1,2,3,6,,5,3,3,1,1,5,1,"1,2",1,1,2,6,4,6,4,2,,2,2,1,1,4,3,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,4,,60,2,,2,5,1,1,1546253059,KS_G9QDMwM1xY94k5jL2DA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,2.666666667,1.666666667,7,1,1,1
11/27/2019 18:53,11/27/2019 18:59,0,73.22.213.30,100,373,1,11/27/2019 18:59,R_8CwyHGYESGd4RUd,,,,,42.15969849,-88.1414032,anonymous,EN,1,1,4,6,,6,3,4,3,3,4,2,"1,2,3,4,5,6,7,8,9,10",7,5,4,6,4,4,2,2,,7,7,1,7,1,7,7,5,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,66,2,,2,23,1,1,1503542290,KS_G9QDMwM0MXIDNd-DkjA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,5,5,6.333333333,1,1,1
11/27/2019 18:53,11/27/2019 19:01,0,216.49.245.11,100,479,1,11/27/2019 19:01,R_1GN615p9FpZk31g,,,,,37.23669434,-94.41799927,anonymous,EN,1,2,3,6,,5,3,4,2,3,5,1,1,6,7,6,4,5,4,3,2,,6,13,3,13,13,12,10,11,9,5,6,4,5,4,4,2,4,5,4,3,3,4,3,5,4,2,3,2,3,1,2,2,2,4,2,3,3,,60,11,Baptist,,5,1,0,1281025208,KS_G9QDMwM3LqVokg5IOmA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,12.66666667,7.333333333,10,1,1,1
11/27/2019 18:49,11/27/2019 19:01,0,69.143.213.166,100,720,1,11/27/2019 19:01,R_1LM8DWFYusCcOMd,,,,,39.42340088,-76.77619934,anonymous,EN,1,2,6,6,,2,5,5,5,5,1,4,"1,2,3,4,5,6,8",21,9,7,7,7,7,7,2,,4,9,5,6,10,9,5,11,11,7,4,7,7,7,6,7,7,7,4,5,5,7,7,7,7,7,7,7,7,7,6,6,7,6,7,7,6,,30,5,,,24,3,1,1506777135,KS_G9QDMwM0CbdrgIyMC-g**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,8.333333333,6,9,0,1,0
11/27/2019 18:57,11/27/2019 19:02,0,172.243.17.149,100,322,1,11/27/2019 19:02,R_2xK3nUeJaHxUsU1,,,,,30.80039978,-85.38469696,anonymous,EN,1,2,3,6,,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1530547872,KS_G9QDMwM2GKmbq0_DOWA**,no_comment_or_social,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 19:02,11/27/2019 19:02,0,72.168.176.148,100,24,1,11/27/2019 19:02,R_5u2OpdUoRldeJfb,,,,,37.75100708,-97.8219986,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1503877688,KS_G9QDMwM1MimEsnmyikw**,no_consent,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2019 18:49,11/27/2019 19:04,0,67.181.105.199,100,870,1,11/27/2019 19:04,R_2ayIANtnHddLcfT,,,,,37.97860718,-121.3146973,anonymous,EN,1,2,6,6,,5,1,1,1,3,5,1,4,7,8,2,6,6,6,2,2,,2,1,4,1,1,2,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,64,5,,,22,1,0,1502781797,KS_G9QDMwM1vKd73q0MjMA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1.333333333,2.333333333,1,0,0,0
11/27/2019 18:55,11/27/2019 19:05,0,73.248.160.138,100,579,1,11/27/2019 19:05,R_3lE6gNwySShKn7f,,,,,40.39089966,-74.11530304,anonymous,EN,1,2,7,6,,5,3,3,1,3,"3,4",2,"1,2,3,4,5,6,7,8,9,10",7,4,3,5,5,4,2,2,,7,8,2,3,7,3,3,4,4,5,7,6,6,7,6,6,7,6,6,6,6,3,4,3,5,2,3,3,4,4,4,4,4,4,4,4,4,,59,12,,,15,2,0,1336895263,KS_G9QDMwM2822CmP9Qo8A**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,4.333333333,5.666666667,3.666666667,0,0,0
11/27/2019 18:53,11/27/2019 19:05,0,172.58.27.139,100,702,1,11/27/2019 19:05,R_25WpEx4VoAx2546,,,,,34.10699463,-117.594101,anonymous,EN,1,1,5,5,,2,3,4,3,3,1,4,"3,7,8,9",7,6,5,5,4,4,2,2,,3,12,4,12,13,13,4,6,3,3,4,3,2,5,4,4,4,3,3,3,3,4,4,3,3,1,2,1,1,4,2,3,3,1,1,1,1,,29,11,Christian ,,14,3,0,1665524256,KS_G9QDMwM3VSN3mn8N49g**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,12.66666667,6.333333333,4.333333333,1,0,0
11/27/2019 18:56,11/27/2019 19:05,0,98.164.84.35,100,589,1,11/27/2019 19:05,R_DpIkwFJWvOUoWlz,,,,,29.97340393,-90.08850098,anonymous,EN,1,2,3,4,,5,3,3,1,1,5,3,"9,10",7,0,1,6,6,7,1,2,,1,1,1,2,1,1,1,1,1,4,7,4,4,4,5,7,4,4,7,4,4,4,7,4,4,4,1,4,4,4,4,4,4,1,4,4,4,,60,11,baptist,,1,1,0,1502783029,KS_G9QDMwM15wSiAF6ehwA**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1.333333333,1,1,0,0,0
11/27/2019 18:53,11/27/2019 19:06,0,66.211.26.217,100,775,1,11/27/2019 19:06,R_1LHDoWIW7kmsvou,,,,,35.61729431,-87.03170013,anonymous,EN,1,1,7,6,,6,1,1,1,4,5,2,"1,2,7,8,9",20,5,2,6,6,6,5,2,,5,5,4,5,5,4,5,3,4,4,5,5,5,4,5,5,5,4,5,4,4,4,5,4,5,1,2,2,2,2,2,2,4,4,4,4,4,,75,2,,2,24,1,0,1504867205,KS_G9QDMwM3rgEuIiX_RJQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,4.666666667,4.666666667,4,0,0,0
