StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q75,GENDER,EDU,RACE,RACE_7_TEXT,AGE_CAT,PARTY7,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,BEN_3_1,BEN_3_2,BEN_3_3,IMM_3_1,IMM_3_2,IMM_3_3,TRUMP_ECON_3_1,TRUMP_ECON_3_2,TRUMP_ECON_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,OPEN,AGE,RELIGION,RELIGION_11_TEXT,BORN_AGAIN,INCOME,condition,pro,pid,psid,screen,caps_person_mod,lc_moderator,caps_moderator,lc_trained,lc_person,lc_journo,lc_journo_verb,lc_person_pronoun,lc_no_artilce,lc_analysis,lc_person_pronoun_no_article,lc_write_gen,lc_write_gen_post,lc_this_person,lc_wrote_gen_post,lc_generating,lc_this_mod,party,own_imm_lib,own_ben_lib,own_trump_lib,imm_lib,ben_lib,trump_lib
11/27/2019 17:59,11/27/2019 18:09,0,107.214.230.67,100,584,1,11/27/2019 18:09,R_1GP5vguFBDqO8IV,,,,,33.39500427,-86.83480072,anonymous,EN,1,1,6,7,white,6,4,1,3,1,3,1,1,"4,5,6",20,5,6,6,7,7,2,,5,11,7,12,13,10,2,7,9,1,2,2,3,4,3,2,2,3,1,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,,65,1,,1,23,2,0,1666044295,KS_G9QDMwM1Rs8rRRgdhNA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,11.66666667,7.666666667,6,1,1,0
11/27/2019 18:17,11/27/2019 18:26,0,72.223.69.233,100,505,1,11/27/2019 18:26,R_1LUKIzWb5xZ1UWg,,,,,33.396698,-111.6545029,anonymous,EN,1,1,4,7,white,5,3,1,1,1,3,5,3,"7,8,9,10",8,5,2,3,2,2,2,,10,2,2,7,8,5,7,7,8,4,4,4,5,5,4,5,5,3,3,3,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,,59,9,,,23,2,0,1504806430,KS_G9QDMwM1_1rghCrG0hg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,6.666666667,4.666666667,7.333333333,0,0,1
11/27/2019 18:19,11/27/2019 18:35,0,76.118.205.1,100,921,1,11/27/2019 18:35,R_1gds1Ds91gXc6k9,,,,,41.92610168,-71.30110168,anonymous,EN,1,2,6,6,,6,1,3,1,1,5,5,2,"1,2,7,8,9,10",20,5,5,4,6,1,2,,5,5,5,2,5,2,1,1,1,2,2,1,1,3,4,1,4,4,2,1,1,2,4,1,4,1,1,1,1,4,1,1,1,2,1,1,1,,74,2,,2,18,3,0,1504221258,KS_G9QDMwM0psUTvgq6rbg**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,3,5,1,0,0,0
11/27/2019 18:19,11/27/2019 18:28,0,75.73.147.168,100,532,1,11/27/2019 18:28,R_2B9gXP0pFD5oqco,,,,,44.96910095,-93.28430176,anonymous,EN,1,1,6,6,,6,7,4,4,4,4,1,1,11,7,5,6,6,7,6,2,,13,1,1,13,13,13,13,13,13,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,,71,9,,,11,2,1,1079435221,KS_G9QDMwM1QJClpJPUT9Q**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,13,5,13,0,1,0
11/27/2019 18:20,11/27/2019 18:29,0,38.121.112.228,100,544,1,11/27/2019 18:29,R_eECWpID2wxcgRyN,,,,,41.26150513,-95.83039856,anonymous,EN,1,2,3,6,,6,1,5,5,4,4,5,2,"1,2,5,7,8,9,10",7,5,7,7,7,6,2,,1,2,1,1,1,1,1,1,1,4,4,6,3,3,3,3,3,3,2,2,4,5,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,,68,11,Lutheran,,15,2,0,1234600387,KS_G9QDMwM38Z7WYB0Zfcg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1.333333333,1,0,0,0
11/27/2019 18:30,11/27/2019 18:46,0,173.184.34.234,100,963,1,11/27/2019 18:46,R_yCHvClXzprjiCs1,,,,,34.08659363,-83.78029633,anonymous,EN,1,2,5,6,,6,5,2,3,1,4,5,3,"8,10",7,5,5,4,5,1,2,,10,4,1,11,11,11,7,9,13,4,5,4,5,7,5,7,7,7,5,4,7,1,1,1,1,5,5,5,2,3,4,4,4,1,1,1,1,,71,11,spiritual person,,9,1,0,1132218207,KS_G9QDMwM2CIlTa92tyWw**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,11,5,9.666666667,1,0,1
11/27/2019 19:03,11/27/2019 19:42,0,98.215.153.247,100,2290,1,11/27/2019 19:42,R_1ocJeUx9rZagRh5,,,,,40.56559753,-89.62509918,anonymous,EN,1,2,6,6,,5,4,3,3,3,3,5,3,"1,2,4,5",7,5,7,7,7,7,2,,5,5,1,10,13,7,7,7,7,4,4,3,5,4,4,4,4,4,2,5,5,4,6,5,3,4,4,4,4,4,4,4,3,4,4,4,1,,62,2,,2,21,1,1,1504485608,KS_G9QDMwM2FzJRPILI-iQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,10,3.666666667,7,0,1,0
11/27/2019 19:46,11/27/2019 19:57,0,74.101.220.52,100,635,1,11/27/2019 19:57,R_1pzpIDDKOIUmNFR,,,,,40.85490417,-73.21569824,anonymous,EN,1,2,4,6,,4,4,2,2,1,1,5,1,"1,2,7,10",1,5,7,4,4,1,2,,7,7,5,6,6,6,9,8,9,4,6,4,4,4,6,6,4,2,4,2,4,2,1,2,2,3,2,2,2,3,2,2,3,2,2,2,1,,54,2,,2,12,2,0,1504507416,KS_G9QDMwM2Lh4Auj7vjIw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,6,6.333333333,8.666666667,0,0,1
11/27/2019 19:55,11/27/2019 20:02,0,162.204.33.76,100,423,1,11/27/2019 20:02,R_2wvQmrjctS4nL5V,,,,,32.47999573,-96.9905014,anonymous,EN,1,2,2,6,,4,7,4,4,4,4,5,3,"3,4",7,5,6,3,5,5,2,,1,1,1,13,1,13,5,5,5,4,4,4,7,4,4,1,3,7,7,4,4,1,4,4,1,7,1,1,3,4,4,4,4,1,4,4,1,,50,11,,,13,1,0,1667488081,KS_G9QDMwM2f0yIM1I716w**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,9,1,5,1,0,0
11/27/2019 19:57,11/27/2019 20:11,0,47.33.225.156,100,812,1,11/27/2019 20:11,R_ZemPvwsl7YLkLrb,,,,,43.36909485,-83.58439636,anonymous,EN,1,2,2,6,,5,7,4,5,2,5,5,1,11,7,5,7,7,7,4,2,,1,3,3,13,13,13,4,1,12,1,4,2,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,,61,2,,1,4,3,0,1584558692,KS_G9QDMwM2AtBDrwexMbw**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,13,2.333333333,5.666666667,1,0,0
11/28/2019 10:28,11/28/2019 10:34,0,73.215.122.37,100,393,1,11/28/2019 10:34,R_1FQB3ck0y5r8Bxv,,,,,40.71580505,-74.35900116,anonymous,EN,1,1,5,6,,5,4,3,3,1,1,1,4,11,20,5,6,6,6,4,2,,7,13,7,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,58,2,,2,21,3,0,1576919333,KS_G9QDMwM3WjUvC5KBM1w**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,13,9,13,1,1,1
11/28/2019 11:24,11/28/2019 11:39,0,73.34.70.68,100,861,1,11/28/2019 11:39,R_2D0wtuoHFqrVQ8I,,,,,38.28729248,-104.6210022,anonymous,EN,1,1,2,5,,6,1,3,4,2,3,5,3,"1,2,6,8,9,10",21,5,6,5,5,2,2,,1,1,13,13,13,13,1,13,9,4,1,4,7,7,1,7,7,4,4,4,7,7,1,7,7,7,7,7,4,7,7,7,1,4,4,7,1,,75,12,,,6,2,1,1666412203,KS_G9QDMwM1eqPiGVU2xdw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,13,5,7.666666667,0,1,0
11/28/2019 14:16,11/28/2019 14:21,0,75.110.9.121,100,324,1,11/28/2019 14:21,R_3IRfWeUk5IgpdJx,,,,,35.58909607,-77.34500122,anonymous,EN,1,2,5,5,,1,4,5,5,5,5,"1,2",4,"2,3,4,5,6,8",21,5,4,4,4,4,2,,5,1,1,2,2,3,7,7,7,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,,19,12,,,14,3,0,1583559561,KS_G9QDMwM0O5J3KfhpEnA**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,2.333333333,2.333333333,7,0,0,0
11/28/2019 17:18,11/28/2019 17:24,0,71.197.179.8,100,378,1,11/28/2019 17:24,R_1JXR4o3PvdD4J4i,,,,,47.68589783,-122.2994003,anonymous,EN,1,2,7,6,,3,4,3,4,2,3,1,3,"1,2,3,4,5,6,7,8,9,10",7,5,7,3,7,5,2,,6,7,7,1,7,1,7,2,5,4,5,3,4,4,4,3,5,4,3,2,4,4,3,3,4,4,1,1,1,3,1,2,1,2,1,2,1,,44,12,,,7,2,0,1504455029,KS_G9QDMwM36RrHYv5d23A**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,3,6.666666667,4.666666667,0,0,0
11/28/2019 17:38,11/28/2019 17:54,0,108.85.171.239,100,994,1,11/28/2019 17:54,R_1ieY6KTzGq1BIeR,,,,,38.56619263,-121.5525055,anonymous,EN,1,1,6,5,,5,3,3,3,3,3,1,2,"1,7,8",20,5,3,3,4,2,2,,1,3,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,1,1,1,1,1,1,1,1,3,1,2,1,,61,10,,,22,2,0,1504416064,KS_G9QDMwM0pLEcoQky6Dw**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,2.333333333,1,0,0,0
11/30/2019 15:37,11/30/2019 15:46,0,172.91.136.66,100,555,1,11/30/2019 15:46,R_30uRVNUuhWUdtH3,,,,,34.02709961,-118.5035019,anonymous,EN,1,1,7,6,,3,4,3,4,4,4,"1,4",4,"1,2,3,4,5,6,7,8,9,10",20,5,7,7,6,5,2,,6,9,10,3,3,5,7,11,12,6,7,5,7,5,5,5,6,6,6,6,6,3,4,3,3,1,1,1,1,3,3,2,2,1,1,1,1,,35,5,,,28,3,0,1501272196,KS_G9QDMwM0mj_mIH2eCHw**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,3.666666667,8.333333333,10,0,1,1
11/30/2019 15:43,11/30/2019 15:50,0,162.234.169.223,100,438,1,11/30/2019 15:50,R_33wrn6xybq6BVTA,,,,,32.26040649,-90.08969879,anonymous,EN,1,2,7,6,,2,4,5,5,5,5,5,4,"1,3",21,5,6,6,6,6,2,,1,1,1,1,9,1,1,1,2,4,6,4,5,4,5,4,4,1,5,1,1,1,4,1,4,5,4,4,4,4,4,4,4,6,4,3,1,no,27,1,,1,11,1,1,1595468845,KS_G9QDMwM2WmrKtap4NPg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,3.666666667,1,1.333333333,1,1,1
11/30/2019 15:45,11/30/2019 15:51,0,50.88.87.128,100,347,1,11/30/2019 15:51,R_22P0VTOZHIUgzYk,,,,,28.90249634,-81.2480011,anonymous,EN,1,2,5,6,,2,4,5,5,2,2,5,2,"1,2,3,4,5,6,7,8,9,10",4,5,7,7,7,7,2,,1,1,1,13,13,13,1,1,1,4,4,3,5,4,4,3,5,3,3,1,4,1,1,1,1,4,3,1,4,1,1,1,1,1,1,1,1,no,33,9,,,7,1,0,1556474082,KS_G9QDMwM078Ni_3D7ttg**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,independent,13,1,1,1,0,0
11/30/2019 15:52,11/30/2019 16:03,0,45.36.194.68,100,654,1,11/30/2019 16:03,R_1j7cvOiumcXXAM1,,,,,36.12770081,-80.65299988,anonymous,EN,1,1,4,6,,4,7,4,4,4,4,5,3,8,20,5,7,6,7,4,2,,1,1,1,13,13,13,13,13,13,4,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,7,7,1,1,6,6,1,1,3,2,1,1,,49,1,,2,11,3,1,1311607560,KS_G9QDMwM3B-k_hmSkWTQ**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,13,1,13,0,1,0
11/30/2019 15:54,11/30/2019 16:13,0,71.217.194.76,100,1161,1,11/30/2019 16:13,R_3ke6SAYxrohUr0u,,,,,35.18730164,-79.47299957,anonymous,EN,1,2,3,6,,3,5,3,5,3,5,5,2,"1,2,6,7,8,9,10",4,5,6,1,3,1,2,,5,1,1,7,7,7,13,13,13,2,7,4,7,5,7,4,7,7,5,5,5,4,4,4,5,3,1,2,1,7,7,7,7,7,7,5,1,I would like more information on AIs.,36,13,,1,9,1,1,1668672664,KS_G9QDMwM33DPhRBJKI2A**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Republican,7,2.333333333,13,0,1,0
11/30/2019 15:58,11/30/2019 16:07,0,97.102.76.140,100,556,1,11/30/2019 16:07,R_42vAAP136xYhYyt,,,,,28.03179932,-80.59580231,anonymous,EN,1,2,6,6,,3,4,3,4,1,1,5,2,"1,2,3,7,8,9,10",1,5,1,1,4,1,2,,5,7,1,7,12,11,8,10,11,3,2,2,2,2,3,2,2,2,3,2,2,1,1,1,1,3,2,1,2,3,2,2,2,1,1,1,1,,43,13,,2,13,2,0,1668674068,KS_G9QDMwM2FHfWITZxA2g**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,10,4.333333333,9.666666667,1,0,1
11/30/2019 15:58,11/30/2019 16:06,0,162.224.172.12,100,501,1,11/30/2019 16:06,R_SSEc4hcl9TTrNO9,,,,,26.14860535,-80.27680206,anonymous,EN,1,2,6,4,,4,3,2,2,2,3,5,2,"1,2,6,7,8,9,10",7,5,3,3,4,5,2,,11,12,3,4,2,3,5,3,7,7,7,6,7,7,7,6,7,4,6,5,6,6,7,6,6,4,1,2,4,4,4,3,3,1,3,1,1,this is an interesting and relevant topic currently,53,1,,1,20,3,0,1278338918,KS_G9QDMwM0jn5CpaI8nlA**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,3,8.666666667,5,0,1,0
11/30/2019 16:07,11/30/2019 16:11,0,72.89.21.65,100,278,1,11/30/2019 16:11,R_1dE7eUB7sqsH8E5,,,,,40.72439575,-73.64839935,anonymous,EN,1,1,7,6,,4,6,4,4,4,4,5,2,"1,2,7,8,10",21,5,3,2,1,1,2,,4,7,3,9,7,7,7,3,4,1,4,1,4,1,1,1,4,1,1,1,4,1,1,1,4,4,3,1,1,4,4,1,1,6,6,1,1,no,48,2,,2,23,3,1,1500897910,KS_G9QDMwM2Z5qmwb3lY8w**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Republican,7.666666667,4.666666667,4.666666667,0,1,1
11/30/2019 17:04,11/30/2019 17:11,0,75.97.57.4,100,468,1,11/30/2019 17:11,R_40Xx52a8aDcyqI1,,,,,40.85409546,-76.79090118,anonymous,EN,1,2,7,7,Caucasian,3,7,2,4,1,1,5,2,"1,2",1,5,6,6,7,5,2,,8,11,1,11,11,11,13,13,13,1,1,1,1,1,1,1,1,4,4,3,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,none,44,13,,2,26,2,0,1660514921,KS_G9QDMwM2BjsRyxTm2oQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,11,6.666666667,13,1,0,1
11/30/2019 17:25,11/30/2019 17:38,0,71.76.198.159,100,778,1,11/30/2019 17:38,R_2dG4IE09WEZimSY,,,,,36.11680603,-80.08370209,anonymous,EN,1,1,6,6,,4,5,2,3,1,1,1,1,"1,2,3,4,5,6,7,8,9,10",7,5,3,1,4,2,2,,7,12,3,8,5,3,12,12,12,1,1,1,1,3,3,3,3,4,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,48,12,,,26,2,0,1505657925,KS_G9QDMwM1-YK7CpVT3yg**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Republican,5.333333333,7.333333333,12,0,1,1
11/30/2019 17:38,11/30/2019 17:57,0,99.24.178.22,100,1159,1,11/30/2019 17:57,R_BJpEdCStpyYoRW1,,,,,42.42610168,-83.25140381,anonymous,EN,1,2,5,4,,3,1,5,4,5,5,5,3,"1,2,4",8,5,7,7,7,5,2,,12,8,10,1,2,2,1,1,1,3,5,5,5,5,5,5,3,6,4,3,2,3,2,2,2,2,1,2,3,2,1,3,2,2,2,2,1,,37,1,,1,1,1,0,1340537954,KS_G9QDMwM3ld4o4nOMm4w**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,1.666666667,10,1,0,1,0
11/30/2019 18:00,11/30/2019 18:06,0,67.215.23.90,100,395,1,11/30/2019 18:06,R_2aqVjGoiSIZRIif,,,,,44.52310181,-109.0755997,anonymous,EN,1,2,5,6,,3,4,2,4,1,1,5,2,11,4,5,1,1,1,1,2,,1,1,1,13,13,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,4,4,4,1,4,4,4,1,none thanks,42,12,,,7,3,1,1393086159,KS_G9QDMwM3bUypznEx0zw**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,independent,11,1,1,0,1,1
11/30/2019 18:23,11/30/2019 18:32,0,73.156.247.79,100,525,1,11/30/2019 18:32,R_2zkbr62EQShWxLU,,,,,26.64619446,-81.84549713,anonymous,EN,1,2,6,6,,2,4,5,5,1,1,"1,2,4",4,"1,2,7,8,9,10",1,5,4,4,4,4,2,,10,7,1,4,9,2,1,1,1,5,4,5,4,7,5,4,5,4,4,5,3,4,4,4,4,5,3,6,5,6,4,5,3,6,4,4,1,N/A,30,13,,2,28,2,1,1501551710,KS_G9QDMwM2jb_SKg5SefQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,independent,5,6,1,1,1,1
12/2/2019 14:38,12/2/2019 14:55,0,104.230.17.191,100,980,1,12/2/2019 14:55,R_2U3OvDmPAnp3Omw,,,,,41.24630737,-81.83100128,anonymous,EN,1,2,3,6,,6,2,3,3,3,3,5,3,"2,8,9,10",21,5,1,2,2,1,2,,7,13,1,13,13,13,1,13,13,4,2,3,4,2,2,1,4,4,2,1,4,1,1,1,3,4,4,4,2,7,7,7,7,1,1,1,1,No,69,2,,2,20,2,0,1275496034,KS_G9QDMwM0J_LrvlvirDQ**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,13,7,9,1,0,1
12/2/2019 14:40,12/2/2019 14:49,0,47.5.233.175,100,550,1,12/2/2019 14:49,R_3NPvUxFBKfzBagI,,,,,46.14500427,-123.9253998,anonymous,EN,1,2,6,6,,6,2,4,4,1,1,5,3,"1,2,4,5,6,7,8,9,10",6,5,4,4,4,1,2,,4,5,2,3,2,1,1,1,1,5,4,2,5,5,5,5,6,4,4,3,3,3,2,3,4,1,1,1,1,4,3,2,2,1,2,1,1,,66,2,,2,10,3,0,1560979043,KS_G9QDMwM0lvfIDiy21LA**,,An AI-assisted person who is trained to moderate discussions,a moderator aided by AI,A moderator aided by AI,a trained person aided by AI,a person aided by AI,editors and journalists aided by AI,editors and journalists aided by AI are,a person assisted by an AI who,AI-assisted person,an analysis of computational models,person assisted by an AI who,created,generated and posted,an AI-assisted person,generated and posted,generating,an AI-assisted moderator,Democrat,2,3.666666667,1,0,0,0
12/2/2019 15:54,12/2/2019 16:04,0,47.145.1.212,100,592,1,12/2/2019 16:04,R_32IQPQC92T1MWXf,,,,,33.66470337,-117.1743011,anonymous,EN,1,1,3,6,,4,2,3,4,2,4,5,2,"1,2,3,4,5,6,7,8,9,10",20,5,5,3,4,3,2,,3,13,5,13,10,10,3,3,7,4,6,4,5,4,6,6,6,4,6,6,6,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,"no, thanks",54,13,,2,12,1,0,1461893044,KS_G9QDMwM3t0K16_UwmQQ**,,An AI trained to moderate discussions,an AI trained to moderate,An AI trained to moderate,a trained AI,an AI,an AI,an AI is,an AI that,AI,computational models,AI that,generated,generated and posted,an AI,generated and posted,generating,an AI,Democrat,11,7,4.333333333,1,1,0
12/2/2019 15:58,12/2/2019 16:03,0,68.8.232.68,100,322,1,12/2/2019 16:03,R_3et4SJRzDV9fzv5,,,,,33.21090698,-117.2232056,anonymous,EN,1,2,5,3,,5,1,5,5,5,5,4,3,"1,8,9",7,5,7,1,7,7,2,,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,4,4,4,4,7,7,7,7,1,1,1,1,7,4,7,7,1,1,1,1,No,57,1,,2,2,2,0,1227521894,KS_G9QDMwM0TipP_3CxM3Q**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
12/2/2019 17:05,12/2/2019 17:14,0,207.172.224.163,100,544,1,12/2/2019 17:14,R_29rUVmwwbdwc5UO,,,,,40.625,-75.39530182,anonymous,EN,1,2,5,6,,5,1,2,3,1,2,5,1,"1,2,6,7,8,9,10",8,5,7,6,7,6,2,,1,1,1,1,1,1,1,1,1,6,5,5,6,7,5,6,6,4,5,4,6,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,interesting,61,2,,2,17,2,0,1131871318,KS_G9QDMwM2DsUpjaKpqsA**,,A person moderating the discussions,a moderator,A moderator,a trained person,a person,editors and journalists,editors and journalists are,a person who,person,an analysis,person who,written,written and posted,a person,wrote and posted,posting,a moderator,Democrat,1,1,1,0,0,0
