StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,CONSENT,GENDER,EDU,COMUNIDAD_AUTÓNOMA,AGE_CAT,SOCIAL_1,SOCIAL_2,SOCIAL_3,SOCIAL_4,KNOW_EDU,KNOW_HELP,AI,FOLLOW,IDEO_1,PPID_1,PPID_2,PPID_3,PPID_4,CHECK,CHECK_6_TEXT,UNEM_3_1,UNEM_3_2,UNEM_3_3,IMM_3_1,IMM_3_2,IMM_3_3,CATAL_3_1,CATAL_3_2,CATAL_3_3,FAIR,BIASED,TRUST,AGREE,CIVIL_FAIR,CIVIL_BIASED,CIVIL_TRUST,CIVIL_AGREE,FACTS_FAIR,FACTS_BIASED,FACTS_TRUST,FACTS_AGREE,DEC_FAIR,DEC_BIASED,DEC_TRUST,DEC_AGREE,IMM_AGREE,IMM_QUALITY,IMM_CRED,IMM_BIASED,BEN_AGREE,BEN_QUALITY,BEN_CRED,BEN_BIASED,TE_AGREE,TE_QUALITY,TE_CRED,TE_BIASED,INCOME,AGE,OPEN,condition,pro,pid,psid,screen,SCENARIO_01,SCENARIO_02,SCENARIO_03,SCENARIO_04,SCENARIO_05,SCENARIO_06,SCENARIO_07,SCENARIO_08,SCENARIO_09,SCENARIO_10,SCENARIO_11,Create New Field or Choose From Dropdown...,ideology,own_imm_lib,own_unem_lib,own_catal_lib,imm_lib,unem_lib,catal_lib
12/18/2019 9:25,12/18/2019 9:32,0,80.30.122.246,100,414,1,12/18/2019 9:32,R_7OMoRna0X0K7NC1,,,,,40.41430664,-3.701599121,anonymous,EN,1,2,3,13,1,4,3,4,5,1,3,"1,2,4,5,6",20,7,4,5,4,3,2,,6,1,4,7,12,7,13,13,1,3,4,2,3,5,3,3,3,3,3,3,3,4,4,4,4,4,3,5,3,7,7,5,2,1,1,2,3,4,10,Es muy interesante,1,0,1660856003,OXBbUeeV77ER8LwqF6HNXw**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,derechas,8.666666667,3.666666667,9,1,0,1
12/18/2019 9:25,12/18/2019 9:28,0,2.154.175.202,100,192,1,12/18/2019 9:28,R_1OrBzgdVFZJbrmN,,,,,40.41430664,-3.701599121,anonymous,EN,1,1,4,13,4,4,3,3,4,4,3,"3,5,6,8",8,7,5,6,5,4,4,,9,8,5,9,7,5,6,6,11,5,5,4,3,6,5,5,5,4,6,6,6,5,3,4,6,6,6,5,5,6,6,5,4,6,5,5,6,6,36,,1,1,1265863934,OXBbUeeV77Fg-1YnmeZuOA**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,derechas,7,7.333333333,7.666666667,0,0,0
12/18/2019 9:26,12/18/2019 9:31,0,93.156.104.217,100,312,1,12/18/2019 9:31,R_2vkvp33jOl7ahgf,,,,,43.31970215,-5.706695557,anonymous,EN,1,1,4,3,3,5,5,5,5,1,4,"1,2,3,4,5,6,7,8,9,10",21,0,7,7,7,7,2,,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,27,,1,1,1652460720,OXBbUeeV77H1IDQ9cwVG3A**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,izquierdas,1,1,1,1,1,1
12/18/2019 9:26,12/18/2019 9:46,0,77.225.62.152,100,1209,1,12/18/2019 9:46,R_12KN2w516qnvOl8,,,,,37.38340759,-5.978897095,anonymous,EN,1,2,3,1,3,5,5,4,5,5,4,"1,2,7,8,9,10",20,3,5,5,2,3,2,,1,1,1,2,2,2,12,13,2,6,6,6,7,7,7,7,7,7,7,7,7,4,4,4,4,7,7,7,7,7,4,4,7,1,7,7,7,8,24,Todo ok,2,1,1486031147,OXBbUeeV77FoTraehpmbsQ**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,2,1,9,1,1,0
12/18/2019 9:26,12/18/2019 9:33,0,31.4.242.162,100,371,1,12/18/2019 9:33,R_CjoMuYJrQu4Zto5,,,,,40.41720581,-3.684005737,anonymous,EN,1,2,4,7,1,3,3,3,3,5,3,11,7,4,4,4,4,4,2,,7,7,7,4,7,5,7,7,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,5,5,4,4,5,3,4,4,4,4,4,4,8,12,,1,1,1554697783,OXBbUeeV77EfEueeCYIBsQ**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,izquierdas,5.333333333,7,7,1,1,1
12/18/2019 9:27,12/18/2019 9:50,0,79.149.1.186,100,1382,1,12/18/2019 9:50,R_T0KaMDgb3a8S761,,,,,43.35620117,-8.257995605,anonymous,EN,1,1,3,13,4,5,4,3,4,5,3,"1,7,8,9",7,6,1,3,3,6,2,,7,8,1,4,7,7,13,13,7,4,4,4,7,4,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,5,5,8,38,Nada,3,1,1652920404,OXBbUeeV77Fo3lOVB9Xtbw**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,6,5.333333333,11,1,1,0
12/18/2019 9:27,12/18/2019 9:41,0,62.57.3.210,100,856,1,12/18/2019 9:41,R_1nVmc6D9T1YTJYB,,,,,42.81530762,-1.639892578,anonymous,EN,1,1,4,15,4,5,5,5,4,5,3,"1,2,4,7,8,9,10",21,4,2,2,2,3,2,,3,7,5,3,6,5,2,3,2,7,6,5,6,6,6,6,6,5,4,5,4,4,5,4,5,6,6,5,6,6,6,6,5,5,5,4,2,6,42,Ha sido muy interesante,2,1,1672928260,OXBbUeeV77F3UM24nFtXgA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,4.666666667,5,2.333333333,1,1,1
12/18/2019 9:27,12/18/2019 9:59,0,83.165.102.109,100,1942,1,12/18/2019 9:59,R_2BkrM2pQx2QWP3f,,,,,42.87989807,-8.547302246,anonymous,EN,1,2,4,11,3,5,4,3,3,4,3,"1,2,3,4,5,6",20,6,3,2,2,2,2,,1,5,6,7,7,6,13,1,1,4,4,4,2,7,7,7,5,2,5,3,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,32,Gracias,2,1,1514169105,OXBbUeeV77GYQ8ziAjOOuA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,6.666666667,4,5,1,1,1
12/18/2019 9:27,12/18/2019 9:33,0,84.121.202.40,100,387,1,12/18/2019 9:33,R_3DhmaJL3RuIBoUi,,,,,39.47050476,-0.376495361,anonymous,EN,1,1,4,17,2,5,4,5,5,4,4,"1,2,4,5,6,7,8,9,10",20,8,6,3,6,5,2,,9,3,9,2,12,3,2,12,12,7,7,7,7,7,7,7,7,4,4,5,5,3,3,3,3,7,7,7,7,6,6,6,6,7,7,7,7,6,18,ninguno,2,1,1554483612,OXBbUeeV77FslZ_p7rK8bA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,5.666666667,7,8.666666667,1,0,0
12/18/2019 9:27,12/18/2019 9:40,0,81.44.198.186,100,774,1,12/18/2019 9:40,R_3MMrvQ7dpylWDRw,,,,,40.20159912,-3.795196533,anonymous,EN,1,2,3,13,4,3,2,1,2,5,2,"1,2,6,7,8,9,10",7,1,6,6,7,5,2,,7,3,3,8,10,11,9,11,10,5,4,4,5,6,4,5,5,5,5,5,6,4,5,4,4,6,4,4,3,6,6,5,3,5,4,4,3,5,40,no,2,1,1132965576,OXBbUeeV77Gf3LB8huygDA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,9.666666667,4.333333333,10,0,1,0
12/18/2019 9:27,12/18/2019 9:41,0,47.62.84.72,100,852,1,12/18/2019 9:41,R_29j4uUq4Oz1CkvP,,,,,37.38340759,-5.978897095,anonymous,EN,1,1,4,1,5,5,2,2,3,5,3,"1,2,3,4,5,6,7,8,9,10",8,5,6,6,6,5,2,,5,5,9,7,10,8,12,12,9,7,4,5,6,7,7,7,7,5,4,4,5,3,3,3,3,3,2,3,1,4,4,4,2,6,6,5,5,8,47,SIN COMENTARIOS,2,1,1390542051,OXBbUeeV77GUZCcE68Kp4A**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,8.333333333,6.333333333,11,0,1,0
12/18/2019 9:27,12/18/2019 9:30,0,92.189.226.84,100,185,1,12/18/2019 9:30,R_A1dHlxNeXhGpCdH,,,,,38.39639282,-0.525497437,anonymous,EN,1,1,4,17,3,5,4,4,5,1,4,6,20,7,5,5,6,6,2,,10,10,4,10,5,12,4,7,11,4,5,5,5,3,3,5,1,5,4,5,5,5,7,6,3,6,3,2,2,5,4,4,3,4,2,4,2,5,24,,3,0,1325879650,OXBbUeeV77HxxP01_sZcig**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,9,8,7.333333333,1,1,1
12/18/2019 9:27,12/18/2019 9:33,0,87.222.237.145,100,370,1,12/18/2019 9:33,R_3m46j2pfxjBCauO,,,,,41.47669983,-1.37449646,anonymous,EN,1,2,2,2,4,3,1,1,1,5,2,11,7,5,6,6,6,4,2,,1,1,1,7,13,7,13,13,13,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,6,39,No,2,0,1369217912,OXBbUeeV77GSRWYE0goURQ**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,9,1,13,1,0,1
12/18/2019 9:27,12/18/2019 9:35,0,83.37.157.32,100,503,1,12/18/2019 9:36,R_3ikdwIqx6Dn0TYG,,,,,39.47050476,-0.376495361,anonymous,EN,1,1,3,17,3,3,3,3,3,5,4,11,7,5,4,4,4,4,2,,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,25,,3,0,1486068086,OXBbUeeV77GBjL1sJxM3zg**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,centro,7,7,7,0,0,1
12/18/2019 9:28,12/18/2019 9:42,0,176.83.116.150,100,852,1,12/18/2019 9:42,R_1o208i5IlGtPHag,,,,,41.38909912,2.161102295,anonymous,EN,1,1,2,17,4,5,5,3,5,5,4,"1,2",7,3,6,6,6,4,2,,1,1,1,2,3,3,1,10,2,6,6,7,6,7,7,7,7,5,4,4,4,3,1,1,1,5,5,4,4,6,5,5,4,3,4,4,3,5,37,,3,1,1676244058,OXBbUeeV77FZ_ozSwR2tUw**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,izquierdas,2.666666667,1,4.333333333,1,1,1
12/18/2019 9:28,12/18/2019 9:35,0,83.61.145.159,100,429,1,12/18/2019 9:35,R_3oF9hEOod6GRjjj,,,,,42.71989441,-8.444900513,anonymous,EN,1,2,4,11,4,3,3,1,3,5,2,"1,2,3,4,5,6,7,8,9,10",7,5,1,1,1,1,2,,5,13,5,13,13,13,13,13,13,4,4,1,4,5,6,2,5,2,6,4,7,1,1,1,1,6,4,4,3,4,4,4,4,6,6,7,7,3,34,,2,1,1643930710,OXBbUeeV77ExULhyrkI-Qw**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,13,7.666666667,13,0,0,0
12/18/2019 9:28,12/18/2019 9:35,0,88.3.87.9,100,444,1,12/18/2019 9:35,R_PNZ52NxSLevH13b,,,,,40.34579468,-3.824905396,anonymous,EN,1,1,4,13,4,3,2,2,3,2,3,"1,2,3,4,5,6,7,8,9,10",8,4,4,5,3,4,2,,9,9,4,6,7,6,10,12,8,4,5,4,6,7,5,6,7,4,4,5,5,4,4,4,4,1,1,2,1,3,1,1,1,1,3,3,1,6,33,,2,0,1486581031,OXBbUeeV77F4XzqzJg0MJg**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,6.333333333,7.333333333,10,0,1,1
12/18/2019 9:28,12/18/2019 9:53,0,95.131.169.244,100,1477,1,12/18/2019 9:53,R_33x18tDUEmvCa2D,,,,,40.41720581,-3.684005737,anonymous,EN,1,1,3,11,4,4,2,2,2,4,3,"1,2,4,6,7,8,10",20,5,4,4,4,4,2,,7,7,7,2,7,2,1,2,7,6,4,4,7,4,4,4,7,4,4,4,1,4,2,4,4,1,1,1,1,4,2,2,2,1,1,1,1,6,37,Encuesta interesante y entretenida,2,0,1566980379,OXBbUeeV77HYHJ5QZlpgVQ**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,3.666666667,7,3.333333333,0,1,0
12/18/2019 9:28,12/18/2019 9:36,0,95.127.153.50,100,449,1,12/18/2019 9:36,R_2tn7ep7UkDU4BkW,,,,,40.41430664,-3.701599121,anonymous,EN,1,2,5,11,3,5,4,3,4,5,4,"1,2,3,4,5,7,8,9,10",20,2,4,5,5,4,2,,9,1,8,2,2,3,3,3,3,5,4,5,6,5,5,6,5,6,2,3,4,2,2,2,5,4,4,5,4,7,5,5,5,3,4,4,3,9,26,,2,1,1486077937,OXBbUeeV77FAPQtr21GRRQ**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,izquierdas,2.333333333,6,3,1,1,1
12/18/2019 9:28,12/18/2019 9:41,0,31.4.207.96,100,749,1,12/18/2019 9:41,R_24O8SGmNfAlhMnY,,,,,41.38909912,2.161102295,anonymous,EN,1,2,3,9,5,3,3,3,3,4,3,"3,4,6",8,2,7,7,7,3,2,,4,3,3,4,5,5,1,1,1,4,3,5,5,5,4,4,4,5,3,5,3,3,5,4,4,3,2,4,4,3,3,4,3,5,5,4,4,3,51,No cap,1,0,1601218373,OXBbUeeV77Gpcbh45ItjHQ**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,izquierdas,4.666666667,3.333333333,1,0,0,0
12/18/2019 9:28,12/18/2019 9:36,0,83.46.121.104,100,439,1,12/18/2019 9:36,R_2DV4yfywZEW5Ghs,,,,,42.28329468,-8.533294678,anonymous,EN,1,2,4,11,5,4,3,4,3,4,3,"1,2",21,6,4,4,5,4,2,,7,8,7,7,6,6,3,3,11,4,4,5,5,3,4,5,3,3,5,5,5,3,3,4,5,3,4,5,5,4,3,5,3,7,5,4,5,5,49,no,3,0,1657326120,OXBbUeeV77FJS-xGeygZHw**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,6.333333333,7.333333333,5.666666667,0,1,0
12/18/2019 9:29,12/18/2019 9:52,0,46.136.177.56,100,1374,1,12/18/2019 9:52,R_2OSHanmKp0ETO8I,,,,,40.96879578,-5.663894653,anonymous,EN,1,2,5,8,3,4,3,3,3,5,3,"1,2,6,7,8,10",21,4,5,5,4,4,2,,3,4,3,2,5,5,13,13,13,7,7,7,7,7,7,7,7,5,4,6,6,4,4,4,5,3,2,2,1,2,2,1,1,1,1,1,1,9,32,MUY INTERESANTE POR LOS TEMAS TRATADOS DE MUCHA ACTUALIDAD,3,0,1486053518,OXBbUeeV77FvANt05bQakw**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,izquierdas,4,3.333333333,13,0,0,1
12/18/2019 9:29,12/18/2019 9:35,0,81.32.88.147,100,323,1,12/18/2019 9:35,R_tK6WW4b129mcFk5,,,,,41.38909912,2.161102295,anonymous,EN,1,2,4,9,3,5,4,1,5,1,3,"1,6,7,8,9",20,5,7,7,7,5,2,,1,1,1,13,13,13,13,13,1,7,7,4,7,7,7,7,7,7,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,25,ninguno,2,0,1485920542,OXBbUeeV77H5bF-PDorngA**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,13,1,9,1,0,1
12/18/2019 9:29,12/18/2019 9:35,0,83.43.42.233,100,347,1,12/18/2019 9:35,R_10DH26faSRaVk3X,,,,,41.65739441,-0.876403809,anonymous,EN,1,1,4,2,4,1,1,1,3,5,3,7,21,10,7,7,7,6,2,,13,13,13,13,13,13,13,13,13,1,1,1,7,1,1,1,4,1,1,1,4,1,1,1,4,7,7,7,1,7,7,7,4,7,7,7,7,7,34,no,3,1,1486437465,OXBbUeeV77G5Q2yoPIRqKA**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,derechas,13,13,13,0,0,0
12/18/2019 9:29,12/18/2019 9:58,0,88.6.9.149,100,1738,1,12/18/2019 9:58,R_r7nuzFnmFpz6Qmt,,,,,40.32229614,-3.862106323,anonymous,EN,1,2,4,13,4,5,4,2,5,5,4,"1,2,5,7,8,9,10",21,9,6,4,7,7,2,,7,12,2,5,5,9,9,13,10,7,3,4,5,7,7,7,7,4,3,5,7,4,3,4,4,5,3,4,3,1,1,1,2,7,5,4,2,9,42,Ha sido una encuesta interesante y fuera de lo normal.,2,1,1659859223,OXBbUeeV77E17ebNuV7q1g**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,6.333333333,7,10.66666667,1,0,0
12/18/2019 9:29,12/18/2019 9:37,0,193.147.173.148,100,468,1,12/18/2019 9:37,R_CeOgQHouQN1QbER,,,,,37.38340759,-5.978897095,anonymous,EN,1,1,5,1,2,1,1,3,3,1,3,4,7,5,4,4,4,4,2,,5,11,11,7,7,7,13,13,13,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,4,3,2,1,3,3,4,4,4,4,4,6,21,,2,0,1443909199,OXBbUeeV77FCfBWl15f43Q**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,centro,7,9,13,1,1,1
12/18/2019 9:29,12/18/2019 9:38,0,88.5.211.44,100,514,1,12/18/2019 9:38,R_2D5NJfKTPBMxpUD,,,,,40.41430664,-3.701599121,anonymous,EN,1,2,4,13,3,5,3,2,3,2,3,1,7,2,6,4,6,4,2,,4,5,3,3,7,3,4,6,2,5,4,4,4,4,4,5,5,4,4,4,3,2,2,3,4,2,2,2,2,4,4,4,4,2,3,3,2,6,29,,3,0,1345495353,OXBbUeeV77GTjUOeBORKiA**,,moderador con la ayuda de Inteligencia Artificial,una persona con la ayuda de Inteligencia Artificial,moderador ayudado por Inteligencia Artificial,editores y periodistas ayudados por Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial actuarían,los editores y periodistas ayudados por Inteligencia Artificial serían,unos editores y periodistas ayudados por Inteligencia Artificial recomienden,una persona que con la ayuda de Inteligencia Artificial,esta persona ayudada por Inteligencia Artificial,la misma persona que con la ayuda de Inteligencia Artificial,los editores y periodistas ayudados por Inteligencia Artificial serían políticamente objetivos e imparciales,,izquierdas,4.333333333,4,4,0,0,0
12/18/2019 9:29,12/18/2019 9:36,0,2.137.42.114,100,396,1,12/18/2019 9:36,R_28GUW6pj0vqSRRT,,,,,40.41430664,-3.701599121,anonymous,EN,1,1,4,13,4,5,4,4,4,1,3,"1,2,3,4,5,6,7,8,9,10",21,10,5,7,4,6,2,,4,5,4,13,13,13,13,13,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,4,6,39,La encuesta no tiene pies ni cabeza.,1,1,1486079821,OXBbUeeV77HbI31S7sBRzA**,,programa de Inteligencia Artificial,programa de Inteligencia Artificial,programa de Inteligencia Artificial,un programa de Inteligencia Artificial,el programa de Inteligencia Artificial actuaría,el programa de Inteligencia Artificial sería,un programa de Inteligencia Artificial recomiende,un programa de Inteligencia Artificial que,este programa de Inteligencia Artificial,el mismo programa de Inteligencia Artificial que,el programa de Inteligencia Artificial sería políticamente objetivo e imparcial,,derechas,13,4.333333333,13,0,1,0
12/18/2019 9:29,12/18/2019 9:33,0,88.27.127.71,100,232,1,12/18/2019 9:33,R_1CxZkwlgTHb8S8r,,,,,36.59039307,-6.23500061,anonymous,EN,1,1,6,6,2,1,3,2,4,2,1,"3,10",1,8,3,3,6,5,2,,9,5,10,5,12,6,11,6,6,2,4,1,1,5,4,6,6,5,7,4,3,2,1,2,3,5,5,5,5,3,3,2,5,6,5,7,6,5,14,f,2,0,1628743821,OXBbUeeV77EnbUnqVPf1aw**,,moderador,persona,moderador,editores y periodistas,los editores y periodistas actuarían,los editores y periodistas serían,unos editores y periodistas recomienden,una persona que,esta persona,la misma persona que,los editores y periodistas serían políticamente objetivos e imparciales,,derechas,7.666666667,8,7.666666667,1,1,1
